,lng,lat,date,customdate,time,crime,barangay,city,modus,time_bin,day,php-usd-rate,PSE-index-Open,PSE-index-High,PSE-index-Low,PSE-index-Close,PSE-index-Adj Close,PSE-index-Volume
883,125.773,7.44358,25/06/2018,"Mon - Jun 25, 2018",2:20:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,02:00 - 02:59,Monday,53.349,7240.060059,7240.060059,6986.879883,6986.879883,6986.879883,118100
884,125.802,7.458710000000001,26/06/2018,"Tue - Jun 26, 2018",3:30:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,03:00 - 03:59,Tuesday,53.405,7014.049805,7021.259765999999,6929.859863,7007.209961,7007.209961,111900
885,125.78399999999999,7.415260000000001,26/06/2018,"Tue - Jun 26, 2018",13:30:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,13:00 - 13:59,Tuesday,53.405,7014.049805,7021.259765999999,6929.859863,7007.209961,7007.209961,111900
886,125.684,7.134119999999999,26/06/2018,"Tue - Jun 26, 2018",17:35:00,Drug Related Incident (RA 9165),Moncado (Pob.),Samal City,Not Indicated,17:00 - 17:59,Tuesday,53.405,7014.049805,7021.259765999999,6929.859863,7007.209961,7007.209961,111900
887,125.772,7.44297,26/06/2018,"Tue - Jun 26, 2018",13:40:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,13:00 - 13:59,Tuesday,53.405,7014.049805,7021.259765999999,6929.859863,7007.209961,7007.209961,111900
888,125.819,7.45943,27/06/2018,"Wed - Jun 27, 2018",1:00:00,ROBBERY,Magugpo North,Tagum City,With Violence Against or Intimidation of Persons,01:00 - 01:59,Wednesday,53.42100000000001,6997.990234000001,7176.430176000001,6984.140137,7176.430176000001,7176.430176000001,119600
889,125.805,7.4438699999999995,27/06/2018,"Wed - Jun 27, 2018",2:00:00,ROBBERY,Magugpo Poblacion,Tagum City,With Violence Against or Intimidation of Persons,02:00 - 02:59,Wednesday,53.42100000000001,6997.990234000001,7176.430176000001,6984.140137,7176.430176000001,7176.430176000001,119600
890,125.801,7.4775,27/06/2018,"Wed - Jun 27, 2018",12:57:00,THEFT,La Filipina,Tagum City,Salisi (Establishment),12:00 - 12:59,Wednesday,53.42100000000001,6997.990234000001,7176.430176000001,6984.140137,7176.430176000001,7176.430176000001,119600
891,125.816,7.45748,27/06/2018,"Wed - Jun 27, 2018",20:45:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Stabbing/Hacking,20:00 - 20:59,Wednesday,53.42100000000001,6997.990234000001,7176.430176000001,6984.140137,7176.430176000001,7176.430176000001,119600
892,125.806,7.43388,28/06/2018,"Thu - Jun 28, 2018",3:27:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,03:00 - 03:59,Thursday,53.4823,7128.509765999999,7128.509765999999,7055.629883,7066.569823999999,7066.569823999999,90200
893,125.806,7.44797,23/06/2018,"Sat - Jun 23, 2018",4:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,04:00 - 04:59,Saturday,53.419,7092.040039,7132.709961,6923.669922,7063.200195,7063.200195,170000
894,125.77,7.44405,28/06/2018,"Thu - Jun 28, 2018",22:00:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,22:00 - 22:59,Thursday,53.4823,7128.509765999999,7128.509765999999,7055.629883,7066.569823999999,7066.569823999999,90200
895,125.619,7.288310000000001,14/04/2018,"Sat - Apr 14, 2018",21:05:00,THEFT,Katualan,Panabo City,Plain Theft,21:00 - 21:59,Saturday,52.016999999999996,8031.22998,8031.22998,7899.97998,7899.97998,7899.97998,123200
896,125.8,7.46197,29/06/2018,"Fri - Jun 29, 2018",18:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),18:00 - 18:59,Friday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
897,125.806,7.4462,30/06/2018,"Sat - Jun 30, 2018",1:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),01:00 - 01:59,Saturday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
898,125.804,7.429289999999999,30/06/2018,"Sat - Jun 30, 2018",10:45:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),10:00 - 10:59,Saturday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
899,125.70700000000001,7.075830000000001,01/07/2018,"Sun - Jul 1, 2018",0:27:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,00:00 - 00:59,Sunday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
900,125.816,7.391839999999999,30/06/2018,"Sat - Jun 30, 2018",19:20:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,19:00 - 19:59,Saturday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
901,125.79899999999999,7.42507,30/06/2018,"Sat - Jun 30, 2018",19:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,19:00 - 19:59,Saturday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
902,125.803,7.44993,01/07/2018,"Sun - Jul 1, 2018",18:45:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,18:00 - 18:59,Sunday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
903,125.80799999999999,7.4178,01/07/2018,"Sun - Jul 1, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Hold-Up W/ Gun,20:00 - 20:59,Sunday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
904,125.78399999999999,7.4554100000000005,01/07/2018,"Sun - Jul 1, 2018",20:30:00,THEFT,Mankilam,Tagum City,Salisi,20:00 - 20:59,Sunday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
905,125.774,7.468710000000001,01/07/2018,"Sun - Jul 1, 2018",19:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,19:00 - 19:59,Sunday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
906,125.777,7.46365,01/07/2018,"Sun - Jul 1, 2018",19:52:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,19:00 - 19:59,Sunday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
907,125.805,7.44584,02/07/2018,"Mon - Jul 2, 2018",1:36:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,01:00 - 01:59,Monday,53.403999999999996,7184.620117,7261.290039,7160.830078,7227.959961,7227.959961,100900
908,125.68299999999999,7.29679,02/07/2018,"Mon - Jul 2, 2018",15:50:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,15:00 - 15:59,Monday,53.403999999999996,7184.620117,7261.290039,7160.830078,7227.959961,7227.959961,100900
909,125.675,7.297289999999999,02/07/2018,"Mon - Jul 2, 2018",21:05:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,21:00 - 21:59,Monday,53.403999999999996,7184.620117,7261.290039,7160.830078,7227.959961,7227.959961,100900
910,125.82700000000001,7.42175,02/07/2018,"Mon - Jul 2, 2018",3:15:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Gun,03:00 - 03:59,Monday,53.403999999999996,7184.620117,7261.290039,7160.830078,7227.959961,7227.959961,100900
911,125.79899999999999,7.46065,02/07/2018,"Mon - Jul 2, 2018",15:00:00,THEFT,Magugpo West,Tagum City,Salisi,15:00 - 15:59,Monday,53.403999999999996,7184.620117,7261.290039,7160.830078,7227.959961,7227.959961,100900
912,125.82,7.4233899999999995,02/07/2018,"Mon - Jul 2, 2018",22:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,22:00 - 22:59,Monday,53.403999999999996,7184.620117,7261.290039,7160.830078,7227.959961,7227.959961,100900
913,125.566,7.2903,01/07/2018,"Sun - Jul 1, 2018",22:00:00,PHYSICAL INJURIES,Malativas,Panabo City,Mauling,22:00 - 22:59,Sunday,53.522,7061.47998,7193.680176000001,7061.47998,7193.680176000001,7193.680176000001,132400
914,125.82700000000001,7.426260000000001,02/07/2018,"Mon - Jul 2, 2018",2:00:00,ROBBERY,Apokon,Tagum City,Agaw-Armas,02:00 - 02:59,Monday,53.403999999999996,7184.620117,7261.290039,7160.830078,7227.959961,7227.959961,100900
915,125.77,7.4099699999999995,03/07/2018,"Tue - Jul 3, 2018",7:00:00,PHYSICAL INJURIES,Canocotan,Tagum City,Shooting,07:00 - 07:59,Tuesday,53.39,7223.040039,7267.339844,7194.549805,7267.339844,7267.339844,68200
916,125.78,7.390960000000001,02/07/2018,"Mon - Jul 2, 2018",18:30:00,RAPE (Art. 266-A RC & R.A.8353),San Isidro,Tagum City,"Force, Threat and Intimidation",18:00 - 18:59,Monday,53.403999999999996,7184.620117,7261.290039,7160.830078,7227.959961,7227.959961,100900
917,125.69200000000001,7.3189,15/06/2018,"Fri - Jun 15, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Salvacion,Panabo City,Forcibly Taken,19:00 - 19:59,Friday,53.122,7553.799805,7561.439941,7479.569823999999,7529.540039,7529.540039,272100
918,125.63799999999999,7.307930000000001,04/07/2018,"Wed - Jul 4, 2018",5:00:00,ROBBERY,Maduao,Panabo City,Hold-Up W/ Gun,05:00 - 05:59,Wednesday,53.431999999999995,7272.029785,7348.419922,7227.290039,7348.419922,7348.419922,99100
919,125.696,7.29162,04/07/2018,"Wed - Jul 4, 2018",10:50:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,10:00 - 10:59,Wednesday,53.431999999999995,7272.029785,7348.419922,7227.290039,7348.419922,7348.419922,99100
920,125.667,7.280480000000001,04/07/2018,"Wed - Jul 4, 2018",15:50:00,THEFT,J.P. Laurel,Panabo City,Qualified Theft,15:00 - 15:59,Wednesday,53.431999999999995,7272.029785,7348.419922,7227.290039,7348.419922,7348.419922,99100
921,125.771,7.442880000000001,05/07/2018,"Thu - Jul 5, 2018",1:00:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi (Akyat Bahay),01:00 - 01:59,Thursday,53.343,7306.009765999999,7306.009765999999,7225.069823999999,7233.569823999999,7233.569823999999,94400
922,125.79799999999999,7.4462399999999995,05/07/2018,"Thu - Jul 5, 2018",3:00:00,THEFT,Magugpo South,Tagum City,Salisi,03:00 - 03:59,Thursday,53.343,7306.009765999999,7306.009765999999,7225.069823999999,7233.569823999999,7233.569823999999,94400
923,125.74700000000001,7.1603,05/07/2018,"Thu - Jul 5, 2018",18:30:00,PHYSICAL INJURIES,Balet,Samal City,Stabbing/Hacking,18:00 - 18:59,Thursday,53.343,7306.009765999999,7306.009765999999,7225.069823999999,7233.569823999999,7233.569823999999,94400
924,125.811,7.4492,05/07/2018,"Thu - Jul 5, 2018",17:30:00,THEFT,Magugpo East,Tagum City,Shoplifting,17:00 - 17:59,Thursday,53.343,7306.009765999999,7306.009765999999,7225.069823999999,7233.569823999999,7233.569823999999,94400
925,125.79899999999999,7.45626,06/07/2018,"Fri - Jul 6, 2018",1:10:00,ROBBERY,Magugpo West,Tagum City,With Violence Against or Intimidation of Persons,01:00 - 01:59,Friday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
926,125.802,7.4441,04/07/2018,"Wed - Jul 4, 2018",20:30:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,20:00 - 20:59,Wednesday,53.431999999999995,7272.029785,7348.419922,7227.290039,7348.419922,7348.419922,99100
927,125.68,7.3183300000000004,06/07/2018,"Fri - Jul 6, 2018",15:15:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,15:00 - 15:59,Friday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
928,125.67,7.27689,06/07/2018,"Fri - Jul 6, 2018",16:20:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,16:00 - 16:59,Friday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
929,125.69,7.31688,06/07/2018,"Fri - Jul 6, 2018",22:05:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,22:00 - 22:59,Friday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
930,125.72200000000001,7.0605199999999995,06/07/2018,"Fri - Jul 6, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Cawag,Samal City,"Force, Threat and Intimidation",17:00 - 17:59,Friday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
931,125.802,7.426089999999999,06/07/2018,"Fri - Jul 6, 2018",3:30:00,THEFT,Visayan Village,Tagum City,Sungkit,03:00 - 03:59,Friday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
932,125.806,7.434139999999999,07/07/2018,"Sat - Jul 7, 2018",7:35:00,THEFT,Visayan Village,Tagum City,Salisi,07:00 - 07:59,Saturday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
933,125.81200000000001,7.449160000000001,07/07/2018,"Sat - Jul 7, 2018",14:30:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Mauling,14:00 - 14:59,Saturday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
934,125.818,7.450069999999999,07/07/2018,"Sat - Jul 7, 2018",12:30:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,12:00 - 12:59,Saturday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
935,125.822,7.43375,08/07/2018,"Sun - Jul 8, 2018",3:00:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,03:00 - 03:59,Sunday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
936,125.803,7.445819999999999,08/07/2018,"Sun - Jul 8, 2018",10:45:00,ROBBERY,Magugpo South,Tagum City,With Violence Against or Intimidation of Persons,10:00 - 10:59,Sunday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
937,125.81200000000001,7.44941,08/07/2018,"Sun - Jul 8, 2018",11:00:00,THEFT,Magugpo East,Tagum City,Qualified Theft,11:00 - 11:59,Sunday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
938,125.772,7.44567,08/07/2018,"Sun - Jul 8, 2018",22:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,22:00 - 22:59,Sunday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
939,125.573,7.397710000000001,27/06/2018,"Wed - Jun 27, 2018",3:00:00,MURDER,A. O. Floirendo,Panabo City,Shooting,03:00 - 03:59,Wednesday,53.42100000000001,6997.990234000001,7176.430176000001,6984.140137,7176.430176000001,7176.430176000001,119600
940,125.67,7.2769699999999995,06/07/2018,"Fri - Jul 6, 2018",16:20:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,16:00 - 16:59,Friday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
941,125.685,7.302239999999999,08/07/2018,"Sun - Jul 8, 2018",12:05:00,THEFT,Santo Niño (Pob.),Panabo City,Pick-Pocketing,12:00 - 12:59,Sunday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
942,125.686,7.30625,08/07/2018,"Sun - Jul 8, 2018",15:00:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,15:00 - 15:59,Sunday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
943,125.689,7.28441,10/07/2018,"Tue - Jul 10, 2018",6:10:00,MURDER,San Pedro,Panabo City,Shooting,06:00 - 06:59,Tuesday,53.358999999999995,7218.25,7233.290039,7192.580078,7233.290039,7233.290039,75400
944,125.823,7.43422,08/07/2018,"Sun - Jul 8, 2018",5:16:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Sunday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
945,125.77600000000001,7.44205,10/07/2018,"Tue - Jul 10, 2018",2:56:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,02:00 - 02:59,Tuesday,53.358999999999995,7218.25,7233.290039,7192.580078,7233.290039,7233.290039,75400
946,125.79899999999999,7.4462,10/07/2018,"Tue - Jul 10, 2018",10:19:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),10:00 - 10:59,Tuesday,53.358999999999995,7218.25,7233.290039,7192.580078,7233.290039,7233.290039,75400
947,125.804,7.43382,08/07/2018,"Sun - Jul 8, 2018",9:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),09:00 - 09:59,Sunday,53.41,7225.950195,7225.950195,7143.569823999999,7186.709961,7186.709961,69000
948,125.779,7.39162,10/07/2018,"Tue - Jul 10, 2018",7:45:00,Vehicular Traffic Accident,San Isidro,Tagum City,Not Indicated,07:00 - 07:59,Tuesday,53.358999999999995,7218.25,7233.290039,7192.580078,7233.290039,7233.290039,75400
949,125.81,7.44305,11/07/2018,"Wed - Jul 11, 2018",2:30:00,ROBBERY,Visayan Village,Tagum City,Hold Up,02:00 - 02:59,Wednesday,53.464,7245.72998,7333.72998,7239.109863,7333.72998,7333.72998,76200
950,125.805,7.4473899999999995,11/07/2018,"Wed - Jul 11, 2018",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),03:00 - 03:59,Wednesday,53.464,7245.72998,7333.72998,7239.109863,7333.72998,7333.72998,76200
951,125.758,7.37811,11/07/2018,"Wed - Jul 11, 2018",17:00:00,PHYSICAL INJURIES,Bincungan,Tagum City,Mauling,17:00 - 17:59,Wednesday,53.464,7245.72998,7333.72998,7239.109863,7333.72998,7333.72998,76200
952,125.788,7.39037,13/07/2018,"Fri - Jul 13, 2018",1:41:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,01:00 - 01:59,Friday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
953,125.67299999999999,7.3165,12/07/2018,"Thu - Jul 12, 2018",21:00:00,ROBBERY,New Visayas,Panabo City,With Violence Against or Intimidation of Persons,21:00 - 21:59,Thursday,53.516000000000005,7328.040039,7370.459961,7307.600098000001,7350.580078,7350.580078,91000
954,125.788,7.3903300000000005,13/07/2018,"Fri - Jul 13, 2018",1:41:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,01:00 - 01:59,Friday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
955,125.677,7.085560000000001,14/07/2018,"Sat - Jul 14, 2018",3:00:00,Vehicular Traffic Accident,Limao,Samal City,Not Indicated,03:00 - 03:59,Saturday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
956,125.706,7.12551,15/07/2018,"Sun - Jul 15, 2018",1:30:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Samal City,"Force, Threat and Intimidation",01:00 - 01:59,Sunday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
957,125.705,7.126119999999999,15/07/2018,"Sun - Jul 15, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Samal City,"Force, Threat and Intimidation",17:00 - 17:59,Sunday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
958,125.686,7.306310000000001,15/07/2018,"Sun - Jul 15, 2018",20:30:00,THEFT,Santo Niño (Pob.),Panabo City,Qualified Theft,20:00 - 20:59,Sunday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
959,125.773,7.4665,13/07/2018,"Fri - Jul 13, 2018",23:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Sagpi (Seized at Gunpoint With Intimidation),23:00 - 23:59,Friday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
960,125.822,7.42105,15/07/2018,"Sun - Jul 15, 2018",1:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),01:00 - 01:59,Sunday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
961,125.801,7.435010000000001,15/07/2018,"Sun - Jul 15, 2018",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),01:00 - 01:59,Sunday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
962,125.79899999999999,7.4356100000000005,15/07/2018,"Sun - Jul 15, 2018",2:13:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,02:00 - 02:59,Sunday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
963,125.8,7.429239999999999,15/07/2018,"Sun - Jul 15, 2018",23:30:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,23:00 - 23:59,Sunday,53.523999999999994,7372.47998,7405.419922,7366.5,7399.180176000001,7399.180176000001,74000
964,125.802,7.43162,16/07/2018,"Mon - Jul 16, 2018",14:30:00,ROBBERY,Visayan Village,Tagum City,Hold-Up W/ Gun,14:00 - 14:59,Monday,53.47,7388.97998,7390.0,7334.879883,7369.439941,7369.439941,47300
965,125.802,7.43244,16/07/2018,"Mon - Jul 16, 2018",18:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,18:00 - 18:59,Monday,53.47,7388.97998,7390.0,7334.879883,7369.439941,7369.439941,47300
966,125.775,7.463539999999999,17/07/2018,"Tue - Jul 17, 2018",4:00:00,ROBBERY,Mankilam,Tagum City,Hold-Up W/ Gun,04:00 - 04:59,Tuesday,53.522,7375.100098000001,7385.950195,7346.779785,7381.680176000001,7381.680176000001,51300
967,125.677,7.2983899999999995,17/07/2018,"Tue - Jul 17, 2018",15:15:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,15:00 - 15:59,Tuesday,53.522,7375.100098000001,7385.950195,7346.779785,7381.680176000001,7381.680176000001,51300
968,125.79700000000001,7.4501800000000005,18/07/2018,"Wed - Jul 18, 2018",10:30:00,THEFT,Magugpo South,Tagum City,Salisi,10:00 - 10:59,Wednesday,53.466,7381.740234000001,7451.370117,7379.970215,7451.370117,7451.370117,59200
969,125.802,7.428310000000001,18/07/2018,"Wed - Jul 18, 2018",17:31:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,17:00 - 17:59,Wednesday,53.466,7381.740234000001,7451.370117,7379.970215,7451.370117,7451.370117,59200
970,125.82,7.3776600000000006,19/07/2018,"Thu - Jul 19, 2018",2:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,02:00 - 02:59,Thursday,53.468999999999994,7443.939941,7459.140137,7365.689941,7387.870117,7387.870117,69600
971,125.815,7.39209,19/07/2018,"Thu - Jul 19, 2018",2:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,02:00 - 02:59,Thursday,53.468999999999994,7443.939941,7459.140137,7365.689941,7387.870117,7387.870117,69600
972,125.81700000000001,7.3922,19/07/2018,"Thu - Jul 19, 2018",2:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,02:00 - 02:59,Thursday,53.468999999999994,7443.939941,7459.140137,7365.689941,7387.870117,7387.870117,69600
973,125.676,7.295539999999999,19/07/2018,"Thu - Jul 19, 2018",13:15:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,13:00 - 13:59,Thursday,53.468999999999994,7443.939941,7459.140137,7365.689941,7387.870117,7387.870117,69600
974,125.801,7.4309,20/07/2018,"Fri - Jul 20, 2018",0:10:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),00:00 - 00:59,Friday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
975,125.802,7.458069999999999,20/07/2018,"Fri - Jul 20, 2018",3:30:00,THEFT,Magugpo West,Tagum City,Salisi (Akyat Bahay),03:00 - 03:59,Friday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
976,125.7,7.16055,19/07/2018,"Thu - Jul 19, 2018",17:30:00,Drug Related Incident (RA 9165),Tambo,Samal City,Not Indicated,17:00 - 17:59,Thursday,53.468999999999994,7443.939941,7459.140137,7365.689941,7387.870117,7387.870117,69600
977,125.803,7.438089999999999,20/07/2018,"Fri - Jul 20, 2018",7:40:00,THEFT,Visayan Village,Tagum City,Salisi (Cellphone),07:00 - 07:59,Friday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
978,125.829,7.42333,20/07/2018,"Fri - Jul 20, 2018",17:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),17:00 - 17:59,Friday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
979,125.807,7.44895,20/07/2018,"Fri - Jul 20, 2018",19:00:00,Vehicular Traffic Accident,Magugpo Poblacion,Tagum City,Not Indicated,19:00 - 19:59,Friday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
980,125.79899999999999,7.47722,21/07/2018,"Sat - Jul 21, 2018",4:00:00,PHYSICAL INJURIES,La Filipina,Tagum City,Mauling,04:00 - 04:59,Saturday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
981,125.777,7.44469,20/07/2018,"Fri - Jul 20, 2018",19:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),19:00 - 19:59,Friday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
982,125.77799999999999,7.44457,20/07/2018,"Fri - Jul 20, 2018",0:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Sharp Object,00:00 - 00:59,Friday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
983,125.81299999999999,7.45984,22/07/2018,"Sun - Jul 22, 2018",2:44:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),02:00 - 02:59,Sunday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
984,125.804,7.45003,22/07/2018,"Sun - Jul 22, 2018",11:30:00,Vehicular Traffic Accident,Visayan Village,Tagum City,Not Indicated,11:00 - 11:59,Sunday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
985,125.755,7.357189999999999,22/07/2018,"Sun - Jul 22, 2018",18:00:00,PHYSICAL INJURIES,Busaon,Tagum City,Stabbing/Hacking,18:00 - 18:59,Sunday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
986,125.682,7.06729,22/07/2018,"Sun - Jul 22, 2018",18:30:00,HOMICIDE,Catagman,Samal City,Mauling,18:00 - 18:59,Sunday,53.52,7390.569823999999,7411.450195,7327.350098000001,7399.609863,7399.609863,87400
