,lng,lat,date,customdate,time,crime,barangay,city,modus,time_bin,day,1_nearest_feature,1_nearest_feature_distance,2_nearest_feature,2_nearest_feature_distance,3_nearest_feature,3_nearest_feature_distance,4_nearest_feature,4_nearest_feature_distance,5_nearest_feature,5_nearest_feature_distance
600,125.685,7.3034,04/03/2018,"Sun - Mar 4, 2018",17:00:00,ROBBERY,Santo Niño (Pob.),Panabo City, in an Uninhabited Place and by a Band,17:00 - 17:59,Sunday,Commercial Building,10,Highway Residential,40,Highway Tertiary,50,Bank,90,Hospital,100
601,125.807,7.4489,06/03/2018,"Tue - Mar 6, 2018",16:35:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,16:00 - 16:59,Tuesday,Highway Tertiary,10,Highway Primary,20,Bank,30,Commercial Building,60,Gas Station,60
602,125.819,7.43637,01/03/2018,"Thu - Mar 1, 2018",17:20:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,17:00 - 17:59,Thursday,Residential Building,90,Highway Tertiary,100,Highway Residential,120,,,,
603,125.705,7.076980000000001,07/03/2018,"Wed - Mar 7, 2018",22:30:00,THEFT,Peñaplata (Pob.),Samal City,Pick-Pocketing,22:00 - 22:59,Wednesday,School,0,Cemetery,40,Highway Secondary,90,Commercial Building,130,Highway Pedestrian,130
604,125.749,7.125210000000001,09/03/2018,"Fri - Mar 9, 2018",0:00:00,PHYSICAL INJURIES,San Antonio,Samal City,Stabbing/Hacking,00:00 - 00:59,Friday,Highway,10,Highway Tertiary,100,Commercial Building,300,Highway Residential,300,Residential Building,300
605,125.749,7.125889999999999,09/03/2018,"Fri - Mar 9, 2018",0:00:00,HOMICIDE,San Antonio,Samal City,Stabbing/Hacking,00:00 - 00:59,Friday,Highway,70,Highway Tertiary,150,Commercial Building,300,Highway Residential,300,Residential Building,300
606,125.823,7.42105,07/03/2018,"Wed - Mar 7, 2018",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Apokon,Tagum City,"Force, Threat and Intimidation",17:00 - 17:59,Wednesday,Residential Building,0,Highway Residential,10,Highway Pedestrian,300,Highway Primary,300,Park,300
607,125.73700000000001,7.0418199999999995,09/03/2018,"Fri - Mar 9, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Del Monte,Samal City,"Force, Threat and Intimidation",18:00 - 18:59,Friday,Highway Secondary,50,Clinic,300,Residential Building,300,Church,400,Highway Tertiary,400
608,125.804,7.461119999999999,09/03/2018,"Fri - Mar 9, 2018",20:30:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,20:00 - 20:59,Friday,Highway Secondary,70,Bank,130,Highway Pedestrian,160,Marketplace,160,Highway,170
609,125.803,7.43405,09/03/2018,"Fri - Mar 9, 2018",19:01:00,MURDER,Visayan Village,Tagum City,Shooting,19:00 - 19:59,Friday,Residential Building,0,Highway Residential,10,Commercial Building,30,,,,
610,125.67299999999999,7.283639999999999,11/03/2018,"Sun - Mar 11, 2018",1:00:00,MURDER,J.P. Laurel,Panabo City,Shooting,01:00 - 01:59,Sunday,Highway,50,Highway Pedestrian,50,Highway Residential,50,Gas Station,60,Government Office,60
611,125.77799999999999,6.940869999999999,10/03/2018,"Sat - Mar 10, 2018",17:50:00,PHYSICAL INJURIES,Pangubatan (Talicod I),Samal City,Hitting With Hard Object,17:00 - 17:59,Saturday,Highway,400,Highway Tertiary,400,School,700,Residential Building,800,Recreational Area,1300
612,125.807,7.43663,10/03/2018,"Sat - Mar 10, 2018",13:30:00,ROBBERY,Visayan Village,Tagum City,Bag/Purse Snatching,13:00 - 13:59,Saturday,Highway Tertiary,60,Highway Residential,90,Residential Building,90,,,,
613,125.80799999999999,7.44809,11/03/2018,"Sun - Mar 11, 2018",9:10:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,09:00 - 09:59,Sunday,Highway Primary,10,Highway Tertiary,10,Clinic,30,Commercial Building,40,Gas Station,50
614,125.656,7.31035,11/03/2018,"Sun - Mar 11, 2018",2:30:00,ROBBERY,New Visayas,Panabo City,Agaw-Armas,02:00 - 02:59,Sunday,Highway,20,Highway Residential,30,Commercial Building,50,Greenfield,160,Highway Pedestrian,170
615,125.809,7.4375800000000005,11/03/2018,"Sun - Mar 11, 2018",19:30:00,THEFT,Visayan Village,Tagum City,Bag Snatching,19:00 - 19:59,Sunday,Highway Tertiary,20,Highway Residential,40,Residential Building,110,,,,
616,125.824,7.4316,12/03/2018,"Mon - Mar 12, 2018",7:10:00,MURDER,Apokon,Tagum City,Shooting,07:00 - 07:59,Monday,School,10,Highway Primary,40,Highway Residential,50,Commercial Building,120,Hotel,120
617,125.814,7.45167,12/03/2018,"Mon - Mar 12, 2018",17:30:00,THEFT,Magugpo East,Tagum City,Salisi (Establishment),17:00 - 17:59,Monday,Commercial Building,0,Parking Area,10,Restaurant,20,Highway Tertiary,60,Highway Pedestrian,70
618,125.79899999999999,7.41926,12/03/2018,"Mon - Mar 12, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,20:00 - 20:59,Monday,Residential Building,0,Highway Residential,10,Tourist Attraction,90,Highway Secondary,110,,
619,125.774,7.44373,12/03/2018,"Mon - Mar 12, 2018",22:30:00,ROBBERY,San Miguel (Camp 4),Tagum City,With Violence Against or Intimidation of Persons,22:00 - 22:59,Monday,Highway Secondary,50,Highway,80,Gas Station,130,Highway Residential,140,,
620,125.796,7.42926,13/03/2018,"Tue - Mar 13, 2018",2:00:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),02:00 - 02:59,Tuesday,Commercial Building,30,Highway Residential,30,Hotel,30,Greenfield,40,Highway,50
621,125.79899999999999,7.46133,14/03/2018,"Wed - Mar 14, 2018",18:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Hitting With Hard Object,18:00 - 18:59,Wednesday,Transport Terminal,0,Highway Pedestrian,20,Highway,60,Highway Secondary,70,Highway Tertiary,80
622,125.8,7.459969999999999,15/03/2018,"Thu - Mar 15, 2018",0:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,00:00 - 00:59,Thursday,Highway Residential,20,Highway,70,Marketplace,100,Highway Pedestrian,120,Residential Building,130
623,125.69200000000001,7.13537,13/03/2018,"Tue - Mar 13, 2018",22:22:00,THEFT,Miranda (Pob.),Samal City,Not Indicated,22:00 - 22:59,Tuesday,Highway Tertiary,10,Commercial Building,20,Highway,20,Highway Residential,20,Sports Center,20
624,125.78399999999999,7.456410000000001,16/03/2018,"Fri - Mar 16, 2018",8:40:00,MURDER,Mankilam,Tagum City,Shooting,08:00 - 08:59,Friday,Highway Tertiary,10,Sports Center,20,Recreational Area,50,Commercial Building,60,Highway Pedestrian,70
625,125.80799999999999,7.4451600000000004,16/03/2018,"Fri - Mar 16, 2018",17:45:00,THEFT,Visayan Village,Tagum City,Shoplifting,17:00 - 17:59,Friday,Highway,10,Highway Pedestrian,20,Commercial Building,30,Gas Station,40,Highway Residential,40
626,125.772,7.39841,16/03/2018,"Fri - Mar 16, 2018",22:40:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,22:00 - 22:59,Friday,Residential Building,30,Commercial Building,80,Highway Primary,80,Police Station,80,Government Office,90
627,125.772,7.39843,17/03/2018,"Sat - Mar 17, 2018",1:30:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,01:00 - 01:59,Saturday,Residential Building,30,Commercial Building,80,Highway Primary,80,Police Station,80,Government Office,90
628,125.802,7.4592,18/03/2018,"Sun - Mar 18, 2018",4:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Hacking,04:00 - 04:59,Sunday,Highway Residential,80,Highway Secondary,80,Commercial Building,120,Hotel,120,Residential Building,140
629,125.678,7.31658,20/03/2018,"Tue - Mar 20, 2018",18:40:00,Drug Related Incident (RA 9165),San Francisco (Pob.),Panabo City,Not Indicated,18:00 - 18:59,Tuesday,Highway,20,Commercial Building,30,Highway Residential,40,,,,
630,125.772,7.441730000000001,21/03/2018,"Wed - Mar 21, 2018",2:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),02:00 - 02:59,Wednesday,Highway Residential,10,Tourist Attraction,110,Highway Secondary,130,School,300,Highway,400
631,125.79899999999999,7.435389999999999,20/03/2018,"Tue - Mar 20, 2018",23:15:00,Drug Related Incident (RA 9165),Visayan Village,Tagum City,Not Indicated,23:00 - 23:59,Tuesday,Commercial Building,20,Highway Residential,20,Church,40,Highway,110,Hotel,110
632,125.79799999999999,7.43573,20/03/2018,"Tue - Mar 20, 2018",21:47:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Shooting,21:00 - 21:59,Tuesday,Highway Residential,10,Commercial Building,100,Church,150,School,200,,
633,125.648,7.29025,19/03/2018,"Mon - Mar 19, 2018",23:00:00,RAPE (Art. 266-A RC & R.A.8353),Maduao,Panabo City,Gang/Party,23:00 - 23:59,Monday,Highway Tertiary,30,Commercial Building,60,Highway,120,,,,
634,125.773,7.46782,20/03/2018,"Tue - Mar 20, 2018",22:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),22:00 - 22:59,Tuesday,Highway Primary,300,Highway Residential,600,Residential Building,600,School,700,Commercial Building,800
635,125.59,7.305619999999999,22/03/2018,"Thu - Mar 22, 2018",8:15:00,Drug Related Incident (RA 9165),Kauswagan,Panabo City,Not Indicated,08:00 - 08:59,Thursday,Highway Residential,110,Highway Tertiary,400,Commercial Building,600,Highway,800,Residential Building,800
636,125.80799999999999,7.45863,23/03/2018,"Fri - Mar 23, 2018",20:30:00,ROBBERY,Magugpo West,Tagum City,With Violence Against or Intimidation of Persons,20:00 - 20:59,Friday,Highway Residential,50,Residential Building,60,Highway,80,,,,
637,125.78,7.392010000000001,23/03/2018,"Fri - Mar 23, 2018",23:00:00,Drug Related Incident (RA 9165),San Isidro,Tagum City,Not Indicated,23:00 - 23:59,Friday,Highway Residential,400,Bridge,500,Highway Pedestrian,500,Highway Primary,500,Residential Building,600
638,125.77799999999999,7.44469,24/03/2018,"Sat - Mar 24, 2018",12:00:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,12:00 - 12:59,Saturday,Highway Secondary,30,Highway,120,Highway Residential,120,Highway Tertiary,130,,
639,125.67299999999999,7.2854600000000005,25/03/2018,"Sun - Mar 25, 2018",21:30:00,THEFT,J.P. Laurel,Panabo City,Pick-Pocketing,21:00 - 21:59,Sunday,Commercial Building,20,Highway Residential,20,Recreational Area,20,Sports Center,50,Greenfield,90
640,125.796,7.49867,25/03/2018,"Sun - Mar 25, 2018",22:00:00,Vehicular Traffic Accident,Cuambogan,Tagum City,Not Indicated,22:00 - 22:59,Sunday,Highway Residential,10,Highway,30,Highway Secondary,300,Highway Tertiary,900,,
641,125.775,7.44367,25/03/2018,"Sun - Mar 25, 2018",18:04:00,MURDER,San Miguel (Camp 4),Tagum City,Shooting,18:00 - 18:59,Sunday,Gas Station,20,Highway Secondary,20,Highway Residential,30,Highway,40,Commercial Building,110
642,125.804,7.44683,26/03/2018,"Mon - Mar 26, 2018",2:30:00,THEFT,Magugpo Poblacion,Tagum City,Snatching,02:00 - 02:59,Monday,Park,0,Highway Tertiary,20,Church,50,Commercial Building,70,Convenience Store,80
643,125.779,7.4609,26/03/2018,"Mon - Mar 26, 2018",7:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,07:00 - 07:59,Monday,Highway,90,Highway Pedestrian,110,School,110,Highway Primary,200,,
644,125.649,7.3175,27/03/2018,"Tue - Mar 27, 2018",14:40:00,THEFT,Datu Abdul Dadia,Panabo City,Plain Theft,14:00 - 14:59,Tuesday,Commercial Building,50,Road,50,Highway,120,Highway Residential,120,Community Center,170
645,125.76,7.37645,27/03/2018,"Tue - Mar 27, 2018",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Bincungan,Tagum City,Swpu (Stolen While Parked),22:00 - 22:59,Tuesday,Commercial Building,300,Highway Residential,300,Highway Pedestrian,600,Bridge,700,Cemetery,700
646,125.68700000000001,7.3046,28/03/2018,"Wed - Mar 28, 2018",18:50:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,18:00 - 18:59,Wednesday,Commercial Building,30,Highway Tertiary,90,Mall,120,Gas Station,150,Greenfield,160
647,125.68,7.3,31/03/2018,"Sat - Mar 31, 2018",5:30:00,ROBBERY,Gredu (Pob.),Panabo City,Breaking and Entering,05:00 - 05:59,Saturday,Commercial Building,10,Convenience Store,30,Highway,30,Hotel,30,Highway Pedestrian,40
648,125.588,7.32935,31/03/2018,"Sat - Mar 31, 2018",16:50:00,HOMICIDE,Kasilak,Panabo City,Stabbing/Hacking,16:00 - 16:59,Saturday,Highway Tertiary,180,Residential Building,800,Commercial Building,900,Highway,900,Highway Pedestrian,1300
649,125.711,7.071510000000001,01/04/2018,"Sun - Apr 1, 2018",14:05:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,14:00 - 14:59,Sunday,Highway Secondary,20,Commercial Building,30,Convenience Store,30,Marketplace,30,Beach,40
650,125.795,7.477410000000001,02/04/2018,"Mon - Apr 2, 2018",3:30:00,MURDER,La Filipina,Tagum City,Shooting,03:00 - 03:59,Monday,Highway Residential,600,Highway Tertiary,600,Residential Building,600,Cemetery,700,Highway Pedestrian,700
651,125.79299999999999,7.499689999999999,02/04/2018,"Mon - Apr 2, 2018",8:30:00,MURDER,Cuambogan,Tagum City,Shooting,08:00 - 08:59,Monday,Highway Residential,20,Highway,300,Highway Secondary,500,Highway Tertiary,600,,
652,125.823,7.425330000000001,02/04/2018,"Mon - Apr 2, 2018",11:15:00,PHYSICAL INJURIES,Apokon,Tagum City,Shooting,11:00 - 11:59,Monday,Highway Residential,10,Residential Building,130,,,,,,
653,125.772,7.44448,02/04/2018,"Mon - Apr 2, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),19:00 - 19:59,Monday,Highway Residential,50,Highway Secondary,180,Highway,300,Tourist Attraction,300,Gas Station,400
654,125.74600000000001,7.00749,19/03/2018,"Mon - Mar 19, 2018",10:00:00,RAPE (Art. 266-A RC & R.A.8353),Anonang,Samal City,"Force, Threat and Intimidation",10:00 - 10:59,Monday,Highway Tertiary,400,Commercial Building,700,School,700,Church,800,Highway,800
655,125.76700000000001,7.440010000000001,03/04/2018,"Tue - Apr 3, 2018",20:49:00,MURDER,San Miguel (Camp 4),Tagum City,Clubbing,20:00 - 20:59,Tuesday,Highway Residential,70,Highway,300,Highway Secondary,300,Hotel,300,Tourist Attraction,600
656,125.781,7.46175,04/04/2018,"Wed - Apr 4, 2018",8:20:00,ROBBERY,Mankilam,Tagum City,Cellphone Snatching,08:00 - 08:59,Wednesday,Highway,10,School,10,Highway Primary,20,Residential Building,30,Highway Residential,50
657,125.774,7.44331,05/04/2018,"Thu - Apr 5, 2018",0:45:00,ROBBERY,San Miguel (Camp 4),Tagum City,Hold-Up W/ Gun,00:00 - 00:59,Thursday,Highway Secondary,10,Highway,80,Highway Residential,110,Gas Station,140,,
658,125.76,7.377489999999999,04/04/2018,"Wed - Apr 4, 2018",9:11:00,MURDER,Bincungan,Tagum City,Stabbing/Hacking,09:00 - 09:59,Wednesday,Commercial Building,400,Highway Residential,400,Bridge,600,Highway,600,Highway Pedestrian,600
659,125.758,7.47365,05/04/2018,"Thu - Apr 5, 2018",3:00:00,ROBBERY,Pagsabangan,Tagum City,Hold-Up W/ Gun,03:00 - 03:59,Thursday,Highway Primary,50,Cemetery,110,Road,300,Highway Residential,400,Commercial Building,600
660,125.786,7.49945,05/04/2018,"Thu - Apr 5, 2018",18:40:00,MURDER,Cuambogan,Tagum City,Shooting,18:00 - 18:59,Thursday,Highway Tertiary,50,Highway Residential,140,Highway,700,Highway Secondary,1200,,
661,125.79700000000001,7.4469899999999996,05/04/2018,"Thu - Apr 5, 2018",23:00:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,23:00 - 23:59,Thursday,Highway Residential,30,Highway Tertiary,50,Commercial Building,300,Fire Station,300,Highway Pedestrian,300
662,125.611,7.40207,06/04/2018,"Fri - Apr 6, 2018",15:10:00,THEFT,A. O. Floirendo,Panabo City,Plain Theft,15:00 - 15:59,Friday,Industrial Building,500,Highway Tertiary,600,Highway Primary,700,Bridge,900,Highway,900
663,125.556,7.25335,06/04/2018,"Fri - Apr 6, 2018",16:25:00,HOMICIDE,Santa Cruz,Panabo City,Stabbing/Hacking,16:00 - 16:59,Friday,Highway Tertiary,300,Highway,500,Commercial Building,600,School,800,Sports Center,900
664,125.686,7.306,07/04/2018,"Sat - Apr 7, 2018",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,17:00 - 17:59,Saturday,Commercial Building,0,Mall,0,Highway Tertiary,40,Greenfield,70,Highway Residential,70
665,125.68,7.3007800000000005,07/04/2018,"Sat - Apr 7, 2018",19:43:00,MURDER,Gredu (Pob.),Panabo City,Shooting,19:00 - 19:59,Saturday,Commercial Building,10,Highway Tertiary,30,Highway Secondary,40,Convenience Store,50,Highway Residential,50
666,125.79899999999999,7.44682,06/04/2018,"Fri - Apr 6, 2018",0:00:00,ROBBERY,Nueva Fuerza,Tagum City,Hold-Up W/ Gun,00:00 - 00:59,Friday,Highway Residential,10,Highway Tertiary,70,Restaurant,90,Hotel,120,Greenfield,160
667,125.79799999999999,7.423710000000001,06/04/2018,"Fri - Apr 6, 2018",19:20:00,MURDER,Visayan Village,Tagum City,Shooting,19:00 - 19:59,Friday,Residential Building,0,Highway Residential,10,Sports Center,60,Hotel,70,,
668,125.803,7.45914,07/04/2018,"Sat - Apr 7, 2018",21:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,21:00 - 21:59,Saturday,Highway Secondary,50,Highway Residential,60,Commercial Building,80,Hotel,80,Highway,150
669,125.771,7.37907,08/04/2018,"Sun - Apr 8, 2018",3:19:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,03:00 - 03:59,Sunday,Highway Residential,20,Tourist Attraction,1300,Bridge,1400,Highway,1400,Church,1500
670,125.80799999999999,7.418880000000001,08/04/2018,"Sun - Apr 8, 2018",3:00:00,THEFT,Canocotan,Tagum City,Plain Theft,03:00 - 03:59,Sunday,Highway Residential,40,Residential Building,90,Highway Secondary,110,,,,
671,125.819,7.43697,09/04/2018,"Mon - Apr 9, 2018",9:25:00,MURDER,Apokon,Tagum City,Shooting,09:00 - 09:59,Monday,Residential Building,30,Highway Residential,50,Highway Tertiary,160,,,,
672,125.823,7.45631,10/04/2018,"Tue - Apr 10, 2018",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Tuesday,Greenfield,30,Highway Residential,50,Residential Building,120,Park,130,,
673,125.78,7.461239999999999,09/04/2018,"Mon - Apr 9, 2018",13:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),13:00 - 13:59,Monday,Highway,40,School,40,Highway Pedestrian,70,Highway Primary,120,Highway Residential,120
674,125.796,7.4336899999999995,08/04/2018,"Sun - Apr 8, 2018",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Sunday,Highway Residential,20,Commercial Building,40,Highway Tertiary,100,Hospital,100,Hotel,120
675,125.682,7.300610000000001,10/04/2018,"Tue - Apr 10, 2018",16:40:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,16:00 - 16:59,Tuesday,Marketplace,0,Highway Pedestrian,10,Highway,20,Park,30,Commercial Building,50
676,125.679,7.121630000000001,11/04/2018,"Wed - Apr 11, 2018",7:15:00,THEFT,Kinawitnon,Samal City,Salisi (Cellphone),07:00 - 07:59,Wednesday,Commercial Building,50,Highway,200,Highway Tertiary,300,Beach,400,Residential Building,400
677,125.76700000000001,7.40607,06/04/2018,"Fri - Apr 6, 2018",10:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Canocotan,Tagum City,Swpu (Stolen While Parked),10:00 - 10:59,Friday,Highway Residential,20,Residential Building,800,Commercial Building,900,Government Office,900,Highway,900
678,125.802,7.45178,12/04/2018,"Thu - Apr 12, 2018",9:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,09:00 - 09:59,Thursday,Highway Primary,20,Commercial Building,40,Gas Station,40,Highway Secondary,60,Highway Tertiary,60
679,125.80799999999999,7.38007,12/04/2018,"Thu - Apr 12, 2018",20:45:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,20:00 - 20:59,Thursday,Highway Residential,20,Highway Tertiary,20,Commercial Building,70,,,,
680,125.802,7.44552,13/04/2018,"Fri - Apr 13, 2018",1:55:00,MURDER,Magugpo South,Tagum City,Shooting,01:00 - 01:59,Friday,Bar,40,Commercial Building,40,Highway Residential,40,Greenfield,50,School,50
681,125.67200000000001,7.30605,13/04/2018,"Fri - Apr 13, 2018",16:00:00,PHYSICAL INJURIES,New Visayas,Panabo City,Mauling,16:00 - 16:59,Friday,Commercial Building,30,Highway Tertiary,50,Highway,70,Highway Residential,130,Road,200
682,125.649,7.27893,14/04/2018,"Sat - Apr 14, 2018",20:00:00,MURDER,Upper Licanan,Panabo City,Shooting,20:00 - 20:59,Saturday,Commercial Building,90,Highway Pedestrian,110,Highway,130,,,,
683,125.79299999999999,7.500030000000001,15/04/2018,"Sun - Apr 15, 2018",2:00:00,ROBBERY,Cuambogan,Tagum City,With Violence Against or Intimidation of Persons,02:00 - 02:59,Sunday,Highway Residential,10,Highway,300,Highway Secondary,500,Highway Tertiary,600,,
684,125.79899999999999,7.385339999999999,14/04/2018,"Sat - Apr 14, 2018",13:43:00,MURDER,Madaum,Tagum City,Shooting,13:00 - 13:59,Saturday,Highway Primary,300,Highway Residential,400,Residential Building,500,Sports Center,600,Community Center,700
685,125.814,7.451569999999999,14/04/2018,"Sat - Apr 14, 2018",16:50:00,THEFT,Magugpo East,Tagum City,Shoplifting,16:00 - 16:59,Saturday,Commercial Building,0,Parking Area,20,Restaurant,30,Highway Pedestrian,70,Highway Tertiary,70
686,125.809,7.37892,16/04/2018,"Mon - Apr 16, 2018",20:55:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,20:00 - 20:59,Monday,Commercial Building,30,Highway Residential,90,Highway Tertiary,100,Residential Building,180,,
687,125.751,7.09318,15/04/2018,"Sun - Apr 15, 2018",16:00:00,PHYSICAL INJURIES,Tagbitan-Ag,Samal City,Shooting,16:00 - 16:59,Sunday,Highway,170,Highway Tertiary,400,Residential Building,900,School,900,Church,1200
688,125.681,7.30036,17/04/2018,"Tue - Apr 17, 2018",11:15:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Shooting,11:00 - 11:59,Tuesday,Greenfield,0,Park,0,Highway,50,Highway Pedestrian,50,Highway Tertiary,50
689,125.689,7.3178399999999995,03/04/2018,"Tue - Apr 3, 2018",12:00:00,RAPE (Art. 266-A RC & R.A.8353),Salvacion,Panabo City,"Force, Threat and Intimidation",12:00 - 12:59,Tuesday,School,0,Commercial Building,10,Highway Residential,30,Highway,100,Highway Tertiary,140
690,125.805,7.44727,15/04/2018,"Sun - Apr 15, 2018",3:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,03:00 - 03:59,Sunday,School,10,Highway Tertiary,20,Commercial Building,30,Restaurant,50,Park,60
691,125.816,7.45535,17/04/2018,"Tue - Apr 17, 2018",9:43:00,THEFT,Magugpo North,Tagum City,Salisi,09:00 - 09:59,Tuesday,Highway,10,Highway Pedestrian,20,Highway Residential,20,Bank,30,Gas Station,50
692,125.68299999999999,7.3090399999999995,19/04/2018,"Thu - Apr 19, 2018",3:30:00,MURDER,San Francisco (Pob.),Panabo City,Stabbing/Hacking,03:00 - 03:59,Thursday,Highway Primary,10,Commercial Building,20,Highway Residential,40,Marketplace,50,Restaurant,80
693,125.714,7.0783,18/04/2018,"Wed - Apr 18, 2018",9:00:00,THEFT,Peñaplata (Pob.),Samal City,Salisi (Others),09:00 - 09:59,Wednesday,Highway Pedestrian,50,Commercial Building,70,Highway Residential,70,Highway Tertiary,70,Government Office,180
694,125.814,7.4455,19/04/2018,"Thu - Apr 19, 2018",2:35:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,02:00 - 02:59,Thursday,Commercial Building,0,Mall,0,Highway Residential,20,Gas Station,110,Restaurant,120
695,125.79799999999999,7.46024,19/04/2018,"Thu - Apr 19, 2018",4:27:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Thursday,Highway,30,Commercial Building,50,Highway Tertiary,60,Bank,90,Transport Terminal,100
696,125.823,7.4358,19/04/2018,"Thu - Apr 19, 2018",16:50:00,Drug Related Incident (RA 9165),Magugpo West,Tagum City,Not Indicated,16:00 - 16:59,Thursday,Highway Primary,10,Highway Tertiary,40,Residential Building,50,School,50,Hotel,70
697,125.625,7.27597,19/04/2018,"Thu - Apr 19, 2018",10:00:00,THEFT,Upper Licanan,Panabo City,Plain Theft,10:00 - 10:59,Thursday,Commercial Building,90,School,90,Highway Tertiary,170,Government Office,190,Clinic,200
698,125.822,7.43465,20/04/2018,"Fri - Apr 20, 2018",9:00:00,THEFT,Apokon,Tagum City,Salisi,09:00 - 09:59,Friday,Residential Building,20,Highway Tertiary,30,Highway Residential,80,Hotel,80,Highway Primary,140
699,125.76799999999999,7.0049399999999995,20/04/2018,"Fri - Apr 20, 2018",18:00:00,RAPE (Art. 266-A RC & R.A.8353),Tagbaobo,Samal City,Deprived of Reason or Unconcious (Under the Influence of Liquior),18:00 - 18:59,Friday,Highway Tertiary,80,Residential Building,700,Highway,800,Beach,1500,Sports Center,1500
700,125.79700000000001,7.43469,20/04/2018,"Fri - Apr 20, 2018",15:54:00,MURDER,Visayan Village,Tagum City,Shooting,15:00 - 15:59,Friday,Highway Residential,10,Commercial Building,20,Residential Building,160,,,,
701,125.791,7.4199399999999995,22/04/2018,"Sun - Apr 22, 2018",13:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),13:00 - 13:59,Sunday,Highway Residential,40,Sports Center,40,Residential Building,70,Highway Pedestrian,80,Highway Secondary,180
702,125.699,7.162000000000001,20/04/2018,"Fri - Apr 20, 2018",10:00:00,THEFT,Tambo,Samal City,Qualified Theft,10:00 - 10:59,Friday,Highway,10,Highway Tertiary,130,Road,400,Hotel,600,Residential Building,600
703,125.583,7.39668,22/04/2018,"Sun - Apr 22, 2018",10:45:00,THEFT,A. O. Floirendo,Panabo City,Qualified Theft,10:00 - 10:59,Sunday,Highway Residential,10,Residential Building,120,Highway Tertiary,180,Bridge,200,,
704,125.773,7.4676100000000005,23/04/2018,"Mon - Apr 23, 2018",4:20:00,PHYSICAL INJURIES,Mankilam,Tagum City,Shooting,04:00 - 04:59,Monday,Highway Primary,300,Highway Residential,600,Residential Building,600,School,700,Commercial Building,900
705,125.59,7.347989999999999,22/04/2018,"Sun - Apr 22, 2018",18:30:00,MURDER,New Malaga (Dalisay),Panabo City,Stabbing/Hacking,18:00 - 18:59,Sunday,Highway,110,Highway Secondary,400,Highway Pedestrian,600,Commercial Building,1100,Highway Residential,1200
706,125.775,7.46373,23/04/2018,"Mon - Apr 23, 2018",3:20:00,THEFT,Mankilam,Tagum City,Salisi (Others),03:00 - 03:59,Monday,Residential Building,90,Highway Primary,100,Highway Residential,100,,,,
