,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Household,number of households","Household,total annual household expenditure","Household,total annual household income","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Housing,occupied housing,Commercial/industrial/agricultural,household","Housing,occupied housing,Commercial/industrial/agricultural,population","Housing,occupied housing,Duplex,household","Housing,occupied housing,Duplex,population","Housing,occupied housing,Institutional living quarter,household","Housing,occupied housing,Institutional living quarter,population","Housing,occupied housing,Multiunit residential,household","Housing,occupied housing,Multiunit residential,population","Housing,occupied housing,Not Reported,household","Housing,occupied housing,Not Reported,population","Housing,occupied housing,Others,household","Housing,occupied housing,Others,population","Housing,occupied housing,Single house,household","Housing,occupied housing,Single house,population"
828,125.804,7.450010000000001,06/06/2018,"Wed - Jun 6, 2018",9:30:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
829,125.685,7.30231,06/06/2018,"Wed - Jun 6, 2018",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1041,197776653,257109649,15,164,14,708,57,81,2,1,2,74,300,0,0,80,311,1,2,0,0,885,3860
830,125.77600000000001,7.4640699999999995,06/06/2018,"Wed - Jun 6, 2018",14:00:00,ROBBERY,Mankilam,Tagum City,With Violence Against or Intimidation of Persons,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
831,125.801,7.46005,07/06/2018,"Thu - Jun 7, 2018",6:00:00,THEFT,Mankilam,Tagum City,Salisi,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
832,125.667,7.277139999999999,07/06/2018,"Thu - Jun 7, 2018",5:30:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,urban,8.93,1577,"299,541,233",389403602,22,249,22,1073,86,123,2,1,3,113,454,0,0,122,472,1,4,0,0,1340,5846
833,125.681,7.30127,07/06/2018,"Thu - Jun 7, 2018",13:10:00,MURDER,New Pandan (Pob.),Panabo City,Shooting,urban,9.03,1595,302965344,393854947,23,252,22,1085,87,124,2,1,4,114,459,0,0,123,477,1,4,0,0,1355,5913
834,125.684,7.3099300000000005,07/06/2018,"Thu - Jun 7, 2018",19:00:00,ROBBERY,San Francisco (Pob.),Panabo City,Hold-Up W/ Sharp Object,urban,17.46,3083,585842569,761595340,44,487,42,2098,168,240,4,2,7,221,888,0,0,238,922,2,7,0,1,2621,11433
835,125.816,7.3919,07/06/2018,"Thu - Jun 7, 2018",15:02:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
836,125.807,7.44948,07/06/2018,"Thu - Jun 7, 2018",13:00:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
837,125.811,7.4491,08/06/2018,"Fri - Jun 8, 2018",12:30:00,THEFT,Magugpo East,Tagum City,Pick-Pocketing,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
838,125.677,7.287739999999999,08/06/2018,"Fri - Jun 8, 2018",20:40:00,PHYSICAL INJURIES,Cagangohan,Panabo City,Stabbing/Hacking,urban,18.74,3310,628940714,817622928,47,523,46,2252,180,257,5,2,7,237,953,0,0,256,990,2,8,0,1,2814,12275
839,125.655,7.2857,08/06/2018,"Fri - Jun 8, 2018",21:00:00,MURDER,Maduao,Panabo City,Stabbing/Hacking,rural,4.24,748,142169090,184819817,11,118,10,509,41,58,1,0,2,54,215,0,0,58,224,0,2,0,0,636,2775
840,125.772,7.442539999999999,09/06/2018,"Sat - Jun 9, 2018",19:00:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
841,125.775,7.46586,10/06/2018,"Sun - Jun 10, 2018",4:00:00,ROBBERY,Mankilam,Tagum City,Hold-Up W/ Gun,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
842,125.807,7.451689999999999,09/06/2018,"Sat - Jun 9, 2018",0:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
843,125.759,7.3769,29/05/2018,"Tue - May 29, 2018",9:00:00,RAPE (Art. 266-A RC & R.A.8353),Bincungan,Tagum City,"Force, Threat and Intimidation",rural,3.25,"1,021","194,027,824","252,236,171",14,161,14,695,56,79,1,2,7,72,293,0,1,74,256,1,2,0,0,872,3832
844,125.80799999999999,7.4387300000000005,11/06/2018,"Mon - Jun 11, 2018",14:50:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
845,125.79,7.4225,11/06/2018,"Mon - Jun 11, 2018",11:00:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
846,125.811,7.45782,11/06/2018,"Mon - Jun 11, 2018",16:40:00,ROBBERY,Magugpo North,Tagum City,Akyat Bahay,urban,7.19,2257,"428,908,443",557580975,32,357,31,1536,123,176,3,4,15,160,649,1,3,163,566,1,5,0,0,1929,8470
847,125.684,7.30227,12/06/2018,"Tue - Jun 12, 2018",17:20:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1041,197776653,257109649,15,164,14,708,57,81,2,1,2,74,300,0,0,80,311,1,2,0,0,885,3860
848,125.61,7.396789999999999,14/06/2018,"Thu - Jun 14, 2018",16:35:00,THEFT,A. O. Floirendo,Panabo City,Salisi,urban,6.6,1165,221334537,287734898,17,184,16,793,63,91,2,1,3,83,335,0,0,90,349,1,3,0,0,990,4320
849,125.682,7.30258,15/06/2018,"Fri - Jun 15, 2018",5:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Santo Niño (Pob.),Panabo City,Swpu (Stolen While Parked),urban,5.89,1041,197776653,257109649,15,164,14,708,57,81,2,1,2,74,300,0,0,80,311,1,2,0,0,885,3860
850,125.805,7.452160000000001,15/06/2018,"Fri - Jun 15, 2018",15:30:00,THEFT,Magugpo East,Tagum City,Cable/Electric Meter,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
851,125.818,7.44999,15/06/2018,"Fri - Jun 15, 2018",22:00:00,THEFT,Magugpo East,Tagum City,Plain Theft,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
852,125.815,7.458289999999999,16/06/2018,"Sat - Jun 16, 2018",4:30:00,THEFT,Magugpo North,Tagum City,Plain Theft,urban,7.19,2257,"428,908,443",557580975,32,357,31,1536,123,176,3,4,15,160,649,1,3,163,566,1,5,0,0,1929,8470
853,125.807,7.4222399999999995,16/06/2018,"Sat - Jun 16, 2018",4:00:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
854,125.821,7.436560000000001,16/06/2018,"Sat - Jun 16, 2018",19:30:00,ROBBERY,Apokon,Tagum City,Taxi Hold-Up W/ Gun,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
855,125.8,7.44107,17/06/2018,"Sun - Jun 17, 2018",14:50:00,THEFT,Magugpo South,Tagum City,Salisi,urban,8.33,2617,497210643,646373836,37,413,36,1780,143,204,4,5,17,185,752,1,3,189,656,1,5,0,0,2236,9819
856,125.785,7.41565,17/06/2018,"Sun - Jun 17, 2018",21:45:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,urban,6.26,1966,373458807,485496449,28,311,27,1337,107,153,3,4,13,139,565,1,2,142,493,1,4,0,0,1679,7375
857,125.82,7.46165,17/06/2018,"Sun - Jun 17, 2018",15:00:00,ROBBERY,Magdum,Tagum City,Crowbar/Destroying Lock,urban,7.86,2468,"468,935,001",609615501,35,390,34,1679,134,192,4,5,16,174,709,1,3,178,619,1,5,0,0,2109,9261
858,125.77,7.408939999999999,17/06/2018,"Sun - Jun 17, 2018",20:24:00,PHYSICAL INJURIES,Canocotan,Tagum City,Shooting,urban,6.26,1966,373458807,485496449,28,311,27,1337,107,153,3,4,13,139,565,1,2,142,493,1,4,0,0,1679,7375
859,125.824,7.42943,18/06/2018,"Mon - Jun 18, 2018",16:00:00,PHYSICAL INJURIES,Apokon,Tagum City,Stabbing/Hacking,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
860,125.805,7.44676,19/06/2018,"Tue - Jun 19, 2018",2:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
861,125.77799999999999,7.44365,19/06/2018,"Tue - Jun 19, 2018",3:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Crowbar/Destroying Lock,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
862,125.801,7.4265,19/06/2018,"Tue - Jun 19, 2018",1:57:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
863,125.806,7.43297,19/06/2018,"Tue - Jun 19, 2018",23:01:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Mauling,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
864,125.803,7.459919999999999,20/06/2018,"Wed - Jun 20, 2018",1:20:00,MURDER,Magugpo West,Tagum City,Stabbing/Hacking,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
865,125.774,7.468089999999999,20/06/2018,"Wed - Jun 20, 2018",1:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
866,125.709,7.12387,21/06/2018,"Thu - Jun 21, 2018",3:00:00,PHYSICAL INJURIES,San Agustin,Samal City,Stabbing/Hacking,rural,5.14,472,89600479,116480623,7,75,6,321,26,37,1,0,2,24,88,0,0,7,27,0,0,0,0,440,1769
867,125.677,7.2930399999999995,15/06/2018,"Fri - Jun 15, 2018",17:00:00,THEFT,Gredu (Pob.),Panabo City,Qualified Theft,urban,22.51,3975,755267583,981847858,56,628,55,2704,217,309,6,2,9,284,1144,0,0,307,1189,2,9,0,1,3379,14740
868,125.679,7.28742,21/06/2018,"Thu - Jun 21, 2018",16:00:00,PHYSICAL INJURIES,Cagangohan,Panabo City,Mauling,urban,18.74,3310,628940714,817622928,47,523,46,2252,180,257,5,2,7,237,953,0,0,256,990,2,8,0,1,2814,12275
869,125.804,7.44544,21/06/2018,"Thu - Jun 21, 2018",15:30:00,Drug Related Incident (RA 9165),Magugpo Poblacion,Tagum City,Not Indicated,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
870,125.803,7.45878,22/06/2018,"Fri - Jun 22, 2018",3:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
871,125.781,7.09455,20/06/2018,"Wed - Jun 20, 2018",16:05:00,THEFT,Aundanao,Samal City,Qualified Theft,rural,3.68,338,64149759,83394687,5,53,5,230,18,26,0,0,1,17,63,0,0,5,20,0,0,0,0,315,1266
872,125.821,7.45397,22/06/2018,"Fri - Jun 22, 2018",3:00:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Stabbing/Hacking,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
873,125.69200000000001,7.3176,22/06/2018,"Fri - Jun 22, 2018",11:10:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,urban,12.95,2288,434679481,565083326,32,361,31,1556,125,178,3,1,5,164,659,0,0,177,684,1,5,0,1,1945,8483
874,125.68299999999999,7.3087100000000005,22/06/2018,"Fri - Jun 22, 2018",16:45:00,THEFT,San Francisco (Pob.),Panabo City,Salisi (Establishment),urban,17.46,3083,585842569,761595340,44,487,42,2098,168,240,4,2,7,221,888,0,0,238,922,2,7,0,1,2621,11433
875,125.71,7.29638,23/06/2018,"Sat - Jun 23, 2018",0:20:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,urban,5.7,1008,191430634,248859824,14,159,14,685,55,78,1,1,2,72,290,0,0,78,301,1,2,0,0,856,3736
876,125.814,7.4588600000000005,23/06/2018,"Sat - Jun 23, 2018",6:00:00,THEFT,Magugpo North,Tagum City,Salisi,urban,7.19,2257,"428,908,443",557580975,32,357,31,1536,123,176,3,4,15,160,649,1,3,163,566,1,5,0,0,1929,8470
877,125.788,7.45665,23/06/2018,"Sat - Jun 23, 2018",22:13:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
878,125.802,7.4558,23/06/2018,"Sat - Jun 23, 2018",23:56:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
879,125.807,7.44988,23/06/2018,"Sat - Jun 23, 2018",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
880,125.68299999999999,7.30635,24/06/2018,"Sun - Jun 24, 2018",22:00:00,PHYSICAL INJURIES,San Francisco (Pob.),Panabo City,Stabbing/Hacking,urban,17.46,3083,585842569,761595340,44,487,42,2098,168,240,4,2,7,221,888,0,0,238,922,2,7,0,1,2621,11433
881,125.698,7.16183,24/06/2018,"Sun - Jun 24, 2018",18:00:00,THEFT,Tambo,Samal City,Salisi (Cellphone),rural,12.49,1146,217700775,283011007,16,181,16,780,62,89,2,1,4,57,214,0,0,18,66,0,1,0,0,1069,4297
882,125.819,7.4518,22/06/2018,"Fri - Jun 22, 2018",20:30:00,THEFT,Magugpo East,Tagum City,Salisi,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
883,125.773,7.44358,25/06/2018,"Mon - Jun 25, 2018",2:20:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
884,125.802,7.458710000000001,26/06/2018,"Tue - Jun 26, 2018",3:30:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
885,125.78399999999999,7.415260000000001,26/06/2018,"Tue - Jun 26, 2018",13:30:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,urban,6.26,1966,373458807,485496449,28,311,27,1337,107,153,3,4,13,139,565,1,2,142,493,1,4,0,0,1679,7375
886,125.684,7.134119999999999,26/06/2018,"Tue - Jun 26, 2018",17:35:00,Drug Related Incident (RA 9165),Moncado (Pob.),Samal City,Not Indicated,rural,10.7,981,186472592,242414370,14,155,14,668,53,76,1,1,3,49,184,0,0,15,57,0,1,0,0,916,3681
887,125.772,7.44297,26/06/2018,"Tue - Jun 26, 2018",13:40:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
888,125.819,7.45943,27/06/2018,"Wed - Jun 27, 2018",1:00:00,ROBBERY,Magugpo North,Tagum City,With Violence Against or Intimidation of Persons,urban,7.19,2257,"428,908,443",557580975,32,357,31,1536,123,176,3,4,15,160,649,1,3,163,566,1,5,0,0,1929,8470
889,125.805,7.4438699999999995,27/06/2018,"Wed - Jun 27, 2018",2:00:00,ROBBERY,Magugpo Poblacion,Tagum City,With Violence Against or Intimidation of Persons,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
890,125.801,7.4775,27/06/2018,"Wed - Jun 27, 2018",12:57:00,THEFT,La Filipina,Tagum City,Salisi (Establishment),urban,11.84,3718,"706,432,035",918361645,53,587,51,2530,203,289,5,7,25,263,1068,2,4,268,932,2,8,0,0,3177,13951
891,125.816,7.45748,27/06/2018,"Wed - Jun 27, 2018",20:45:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Stabbing/Hacking,urban,7.19,2257,"428,908,443",557580975,32,357,31,1536,123,176,3,4,15,160,649,1,3,163,566,1,5,0,0,1929,8470
892,125.806,7.43388,28/06/2018,"Thu - Jun 28, 2018",3:27:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
893,125.806,7.44797,23/06/2018,"Sat - Jun 23, 2018",4:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
894,125.77,7.44405,28/06/2018,"Thu - Jun 28, 2018",22:00:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
895,125.619,7.288310000000001,14/04/2018,"Sat - Apr 14, 2018",21:05:00,THEFT,Katualan,Panabo City,Plain Theft,rural,1.01,179,33967181,44157336,3,28,2,122,10,14,0,0,0,13,51,0,0,14,53,0,0,0,0,152,663
896,125.8,7.46197,29/06/2018,"Fri - Jun 29, 2018",18:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
897,125.806,7.4462,30/06/2018,"Sat - Jun 30, 2018",1:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
898,125.804,7.429289999999999,30/06/2018,"Sat - Jun 30, 2018",10:45:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
899,125.70700000000001,7.075830000000001,01/07/2018,"Sun - Jul 1, 2018",0:27:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,urban,17.42,1598,303665437,394765068,23,253,22,1087,87,124,2,1,5,80,299,0,0,25,92,0,1,0,0,1492,5994
900,125.816,7.391839999999999,30/06/2018,"Sat - Jun 30, 2018",19:20:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,2590,492115519,639750175,37,409,36,1762,141,201,4,5,17,183,744,1,3,187,649,1,5,0,0,2213,9719
901,125.79899999999999,7.42507,30/06/2018,"Sat - Jun 30, 2018",19:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
902,125.803,7.44993,01/07/2018,"Sun - Jul 1, 2018",18:45:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
903,125.80799999999999,7.4178,01/07/2018,"Sun - Jul 1, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Hold-Up W/ Gun,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
904,125.78399999999999,7.4554100000000005,01/07/2018,"Sun - Jul 1, 2018",20:30:00,THEFT,Mankilam,Tagum City,Salisi,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
905,125.774,7.468710000000001,01/07/2018,"Sun - Jul 1, 2018",19:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,9413,1788480270,2325024352,134,"1,487",129,6404,513,732,14,17,62,665,2704,4,11,679,2359,5,19,0,0,8042,35320
906,125.777,7.46365,01/07/2018,"Sun - Jul 1, 2018",19:52:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,urban,11.1,"3,485","662,228,393","860,896,910",49,551,48,"2,371",190,271,5,6,23,246,"1,001",1,4,251,873,2,7,0,0,"2,978","13,078"
907,125.805,7.44584,02/07/2018,"Mon - Jul 2, 2018",1:36:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,765,145279882,188863847,11,121,11,520,42,59,1,1,5,54,220,0,1,55,192,0,2,0,0,653,2869
908,125.68299999999999,7.29679,02/07/2018,"Mon - Jul 2, 2018",15:50:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,urban,9.03,1595,302965344,393854947,23,252,22,1085,87,124,2,1,4,114,459,0,0,123,477,1,4,0,0,1355,5913
909,125.675,7.297289999999999,02/07/2018,"Mon - Jul 2, 2018",21:05:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,urban,22.51,3975,755267583,981847858,56,628,55,2704,217,309,6,2,9,284,1144,0,0,307,1189,2,9,0,1,3379,14740
910,125.82700000000001,7.42175,02/07/2018,"Mon - Jul 2, 2018",3:15:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Gun,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
911,125.79899999999999,7.46065,02/07/2018,"Mon - Jul 2, 2018",15:00:00,THEFT,Magugpo West,Tagum City,Salisi,urban,10.74,3374,"641,021,661",833328159,48,533,46,2295,184,262,5,6,22,239,969,1,4,243,846,2,7,0,0,2882,12659
912,125.82,7.4233899999999995,02/07/2018,"Mon - Jul 2, 2018",22:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,9735,"1,849,713,561",2404627629,138,"1,538",134,6623,530,757,14,18,64,688,"2,797",4,11,702,2440,5,20,0,0,8317,36530
913,125.566,7.2903,01/07/2018,"Sun - Jul 1, 2018",22:00:00,PHYSICAL INJURIES,Malativas,Panabo City,Mauling,rural,3.27,577,109617208,142502370,8,91,8,393,31,45,1,0,1,41,166,0,0,45,173,0,1,0,0,490,2139
914,125.82700000000001,7.426260000000001,02/07/2018,"Mon - Jul 2, 2018",2:00:00,ROBBERY,Apokon,Tagum City,Agaw-Armas,urban,22.88,7186,1365263678,1774842781,102,1135,99,4889,392,559,10,13,47,508,2064,3,8,518,1801,4,15,0,0,6139,26962
915,125.77,7.4099699999999995,03/07/2018,"Tue - Jul 3, 2018",7:00:00,PHYSICAL INJURIES,Canocotan,Tagum City,Shooting,urban,6.26,1966,373458807,485496449,28,311,27,1337,107,153,3,4,13,139,565,1,2,142,493,1,4,0,0,1679,7375
916,125.78,7.390960000000001,02/07/2018,"Mon - Jul 2, 2018",18:30:00,RAPE (Art. 266-A RC & R.A.8353),San Isidro,Tagum City,"Force, Threat and Intimidation",rural,3.69,1159,220146071,286189893,16,183,16,788,63,90,2,2,8,82,333,0,1,84,290,1,2,0,0,990,4348
917,125.69200000000001,7.3189,15/06/2018,"Fri - Jun 15, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Salvacion,Panabo City,Forcibly Taken,urban,12.95,2288,434679481,565083326,32,361,31,1556,125,178,3,1,5,164,659,0,0,177,684,1,5,0,1,1945,8483
918,125.63799999999999,7.307930000000001,04/07/2018,"Wed - Jul 4, 2018",5:00:00,ROBBERY,Maduao,Panabo City,Hold-Up W/ Gun,rural,4.24,748,142169090,184819817,11,118,10,509,41,58,1,0,2,54,215,0,0,58,224,0,2,0,0,636,2775
919,125.696,7.29162,04/07/2018,"Wed - Jul 4, 2018",10:50:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,urban,5.7,1008,191430634,248859824,14,159,14,685,55,78,1,1,2,72,290,0,0,78,301,1,2,0,0,856,3736
920,125.667,7.280480000000001,04/07/2018,"Wed - Jul 4, 2018",15:50:00,THEFT,J.P. Laurel,Panabo City,Qualified Theft,urban,8.93,1577,"299,541,233",389403602,22,249,22,1073,86,123,2,1,3,113,454,0,0,122,472,1,4,0,0,1340,5846
921,125.771,7.442880000000001,05/07/2018,"Thu - Jul 5, 2018",1:00:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi (Akyat Bahay),urban,13.32,4184,794885220,1033350787,59,661,58,2846,228,325,6,8,28,296,1202,2,5,302,1048,2,9,0,0,3574,15698
922,125.79799999999999,7.4462399999999995,05/07/2018,"Thu - Jul 5, 2018",3:00:00,THEFT,Magugpo South,Tagum City,Salisi,urban,8.33,2617,497210643,646373836,37,413,36,1780,143,204,4,5,17,185,752,1,3,189,656,1,5,0,0,2236,9819
