,crime,barangay,city,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Cloud,Humidity,Precip (mm),Pressure (mb),Bank,Bar,Beach,Bridge,Cemetery,Church,Clinic,Commercial Building,Community Center,Convenience Store,Fire Station,Gas Station,Government Office,Greenfield,Highway,Highway Pedestrian,Highway Primary,Highway Residential,Highway Secondary,Highway Tertiary,Hospital,Hotel,Industrial Building,Mall,Marketplace,Park,Parking Area,Pawnshop,Pharmacy,Police Station,Post Office,Private Office,Recreational Area,Residential Building,Restaurant,Road,School,Sports Center,Tourist Attraction,Transport Terminal,php-usd-rate,PSE-index-Close,"Education,Baccalauate graduate","Education,College undergraduate","Education,Elementary","Education,High school","Education,No grade completed","Education,Out of school youth","Education,Post baccalaureate","Education,Postsecondary","Household,number of households","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Labor,Employed","Labor,In the Labor Force","Labor,Not in the Labor Force","Labor,Underemployed","Labor,Unemployed","Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed",Consumer Price Index  - all items,Consumer Price Index -Alcoholic beverages and tobacco,Consumer Price Index -transport,"Consumer Price Index -Housing, water, electricity, gas, and other fuels",Consumer Price Index -Restaurant and miscellaneous goods and services,inflation rate,savings deposit interest rate,bank lending rates,time_epoch_After Midnight,time_epoch_After Work-Hours,time_epoch_Afternoon,time_epoch_Early Morning,time_epoch_Evening,time_epoch_Morning,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,Weather_Clear,Weather_Cloudy,Weather_Rainy,day_night_daylight,day_night_nighttime,placetype_rural,placetype_urban,Children Population,Teenage Population,Adult Population,Retiree Population,Female Children Population,Female Teenage Population,Female Adult Population,Female Retiree Population,Male Children Population,Male Teenage Population,Male Adult Population,Male Retiree Population
655,Carnapping (R.A. 6539),Visayan Village,Tagum City,29.0,26.0,3.0,87.0,89.0,0.3,1011.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.128,7945.660156,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
656,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,34.0,38.0,3.0,44.0,51.0,0.0,1010.0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,52.083999999999996,7934.680176000003,609.5,533.0,839.0,1882.0,20.0,245.0,6.0,117.5,1586.0,22.5,250.5,22.0,1079.0,86.5,123.5,2.0,2703.0,2848.0,1809.0,449.0,145.5,446.0,263.5,1500.0,26.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1473.5,1337.0,3528.5,481.0,719.0,661.5,1724.5,253.5,753.0,675.5,1803.0,229.0
657,Theft,Kinawitnon,Samal City,30.0,29.0,14.0,44.0,82.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.992,7943.930176000003,107.0,114.0,412.0,531.0,14.0,72.5,2.0,22.5,513.0,7.0,81.0,7.0,349.0,28.0,40.0,1.0,808.5,851.5,541.0,134.5,43.5,133.5,85.5,451.5,8.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,447.5,403.0,1009.0,193.5,217.5,190.5,484.5,100.5,230.0,211.5,524.5,94.0
658,Carnapping (R.A. 6539),Canocotan,Tagum City,33.0,31.0,9.0,2.0,60.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.128,7945.660156,1017.0,781.0,909.0,2083.0,27.5,303.0,18.0,227.5,1953.5,28.0,309.0,27.0,1328.5,106.5,152.0,3.0,3431.5,3616.0,2296.5,570.0,184.5,566.5,324.0,1847.5,33.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1703.5,1630.5,4467.5,597.0,824.5,811.5,2220.0,321.5,879.0,819.0,2248.0,277.0
659,Theft,Magugpo Poblacion,Tagum City,32.0,34.0,8.0,37.0,65.0,0.0,1011.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.935,8043.069823999997,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
660,Drug Related Incident (RA 9165),Madaum,Tagum City,31.0,33.0,5.0,86.0,76.0,1.3,1009.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.935,8043.069823999997,1340.5,1029.5,1198.0,2745.5,36.5,399.5,23.5,300.0,2573.5,36.5,406.5,35.5,1751.0,140.0,200.0,4.0,4521.5,4764.5,3026.0,751.5,243.5,746.5,427.5,2434.5,44.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2244.0,2148.5,5888.0,786.5,1086.0,1069.5,2925.0,423.0,1158.0,1079.5,2962.5,363.5
661,Murder/Homicide,Magugpo South,Tagum City,29.0,27.0,4.0,16.0,92.0,0.0,1011.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,52.016999999999996,7899.97998,1354.0,1040.5,1210.5,2773.5,36.5,403.5,24.0,303.0,2600.5,37.0,410.5,36.0,1769.0,142.0,202.5,4.0,4568.5,4814.5,3057.5,759.5,245.5,753.5,431.5,2460.0,44.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2267.5,2171.0,5948.5,794.5,1097.5,1080.5,2955.0,427.0,1170.5,1091.0,2993.0,367.5
662,Physical Injuries,New Visayas,Panabo City,33.0,38.0,3.0,50.0,53.0,0.0,1009.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52.016999999999996,7899.97998,1522.0,1329.5,2094.5,4698.5,49.5,611.5,14.0,293.5,3959.0,56.0,625.5,54.5,2693.5,216.0,308.0,6.0,6747.0,7110.0,4515.5,1121.0,363.5,1113.5,657.5,3745.5,66.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3677.0,3337.5,8807.0,1201.5,1795.5,1651.0,4304.0,632.0,1882.0,1686.5,4502.5,569.5
663,Murder/Homicide,Upper Licanan,Panabo City,31.0,33.0,10.0,58.0,74.0,0.5,1008.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.016999999999996,7899.97998,146.0,127.5,201.0,450.5,5.0,58.5,1.0,28.0,379.5,5.0,60.0,5.0,258.5,21.0,29.5,1.0,647.0,681.5,433.0,107.5,35.0,106.5,63.0,359.0,6.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,352.5,320.0,843.0,115.5,172.0,158.5,412.5,60.0,180.0,161.5,432.0,56.0
664,Robbery,Cuambogan,Tagum City,27.0,27.0,6.0,32.0,92.0,0.0,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.016999999999996,7899.97998,1326.5,1019.5,1185.5,2717.0,36.0,395.5,23.0,297.0,2547.5,36.0,402.5,35.0,1733.0,139.0,198.0,4.0,4475.5,4716.5,2995.5,744.0,241.0,738.5,423.0,2410.0,43.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2222.0,2127.5,5827.0,778.5,1075.5,1058.0,2895.0,418.0,1146.0,1068.0,2932.5,361.0
665,Murder/Homicide,Madaum,Tagum City,33.0,38.0,7.0,79.0,54.0,0.2,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.016999999999996,7899.97998,1340.5,1029.5,1198.0,2745.5,36.5,399.5,23.5,300.0,2573.5,36.5,406.5,35.5,1751.0,140.0,200.0,4.0,4521.5,4764.5,3026.0,751.5,243.5,746.5,427.5,2434.5,44.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2244.0,2148.5,5888.0,786.5,1086.0,1069.5,2925.0,423.0,1158.0,1079.5,2962.5,363.5
666,Theft,Magugpo East,Tagum City,32.0,36.0,8.0,82.0,66.0,1.3,1008.0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,52.016999999999996,7899.97998,1803.5,1385.5,1612.0,3694.5,49.0,537.5,31.5,403.5,3463.0,49.0,547.5,47.5,2356.0,189.0,269.5,5.0,6084.5,6412.0,4072.0,1011.0,327.5,1004.0,575.0,3276.5,59.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3020.5,2892.0,7923.5,1058.5,1462.0,1439.0,3936.5,568.5,1558.0,1452.0,3986.5,490.0
667,Drug Related Incident (RA 9165),Madaum,Tagum City,29.0,31.0,4.0,74.0,83.0,3.1,1009.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51.989,7870.25,1340.5,1029.5,1198.0,2745.5,36.5,399.5,23.5,300.0,2573.5,36.5,406.5,35.5,1751.0,140.0,200.0,4.0,4521.5,4764.5,3026.0,751.5,243.5,746.5,427.5,2434.5,44.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2244.0,2148.5,5888.0,786.5,1086.0,1069.5,2925.0,423.0,1158.0,1079.5,2962.5,363.5
668,Physical Injuries,Tagbitan-Ag,Samal City,32.0,37.0,4.0,63.0,64.0,0.7,1007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.016999999999996,7899.97998,118.0,127.0,456.0,587.5,15.0,80.5,2.0,25.0,567.5,8.0,89.5,8.0,386.0,31.0,44.5,1.0,894.0,942.0,598.0,148.5,48.5,148.0,94.5,500.0,8.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,495.5,445.5,1116.0,214.0,241.0,211.5,536.0,111.0,255.0,234.0,579.5,104.5
669,Physical Injuries,New Pandan (Pob.),Panabo City,32.0,33.0,11.0,36.0,69.0,0.0,1011.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,52.027,7723.390137,609.5,533.0,839.0,1882.0,20.0,245.0,6.0,117.5,1586.0,22.5,250.5,22.0,1079.0,86.5,123.5,2.0,2703.0,2848.0,1809.0,449.0,145.5,446.0,263.5,1500.0,26.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1473.5,1337.0,3528.5,481.0,719.0,661.5,1724.5,253.5,753.0,675.5,1803.0,229.0
670,Rape (Art. 266-A RC & R.A.8353),Salvacion,Panabo City,35.0,38.0,8.0,12.0,51.0,0.0,1010.0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.135,8048.720215,874.5,764.0,1203.5,2700.5,28.5,351.0,8.0,169.0,2275.5,32.0,359.5,31.0,1548.0,124.0,177.0,3.0,3878.0,4086.0,2595.0,644.5,209.0,640.0,378.0,2152.5,38.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2114.0,1918.0,5061.5,691.0,1032.0,949.0,2474.5,363.0,1082.0,969.0,2588.0,328.0
671,Physical Injuries,Magugpo Poblacion,Tagum City,27.0,26.0,6.0,45.0,93.0,0.0,1009.0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,52.016999999999996,7899.97998,395.5,304.0,353.5,810.5,11.0,118.0,7.0,88.5,760.0,11.0,120.0,10.5,517.0,41.5,59.0,1.0,1334.5,1406.5,893.0,221.5,72.0,220.0,126.0,718.5,13.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,662.0,635.0,1738.0,232.0,320.5,315.0,863.0,124.5,341.5,318.5,874.5,107.0
672,Theft,Magugpo North,Tagum City,31.0,33.0,8.0,63.0,72.0,0.2,1011.0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,52.027,7723.390137,1168.0,897.5,1044.0,2392.5,31.5,348.0,20.5,261.5,2243.0,32.0,354.5,31.0,1526.0,122.0,174.5,3.0,3941.0,4152.5,2637.5,655.0,212.0,650.5,372.5,2122.5,38.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1955.5,1873.0,5131.0,685.0,947.5,932.0,2550.0,369.0,1010.0,941.0,2581.5,317.5
673,Murder/Homicide,San Francisco (Pob.),Panabo City,29.0,27.0,7.0,20.0,90.0,0.0,1009.0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,52.097,7682.240234000001,1178.5,1030.0,1622.5,3639.5,38.5,473.5,11.0,227.5,3066.5,43.5,484.5,42.0,2086.5,167.0,238.5,4.0,5226.0,5507.5,3497.5,868.5,281.0,862.5,509.0,2901.0,50.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2849.0,2585.5,6821.5,930.5,1390.5,1279.5,3333.5,489.5,1458.0,1306.0,3487.5,441.5
674,Theft,Peñaplata (Pob.),Samal City,31.0,33.0,9.0,29.0,72.0,0.0,1011.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.071999999999996,7793.129883,330.5,353.5,1274.0,1641.0,42.5,224.0,5.0,69.5,1585.5,22.5,251.0,22.0,1078.5,86.5,123.0,2.0,2497.0,2632.0,1671.5,415.0,134.5,412.0,263.0,1395.0,24.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1384.0,1243.5,3117.5,599.5,672.5,590.0,1499.0,310.0,711.0,654.5,1618.0,289.0
675,Robbery,Apokon,Tagum City,28.0,27.0,4.0,66.0,92.0,0.1,1010.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,52.097,7682.240234000001,3717.5,2856.0,3323.5,7615.5,100.5,1107.0,65.5,831.5,7140.5,101.5,1128.0,98.5,4858.0,389.5,555.5,10.0,12544.0,13219.0,8395.5,2084.5,675.0,2069.5,1185.5,6755.0,122.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,6227.0,5961.5,16333.0,2182.5,3013.0,2967.0,8113.0,1172.5,3213.0,2995.0,8219.5,1009.0
676,Carnapping (R.A. 6539),Magugpo West,Tagum City,28.0,26.0,4.0,25.0,93.0,0.0,1009.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.097,7682.240234000001,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5
677,Drug Related Incident (RA 9165),Magugpo West,Tagum City,32.0,37.0,6.0,83.0,67.0,2.6,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,52.097,7682.240234000001,1746.0,1341.5,1560.5,3575.5,47.5,520.0,30.5,390.5,3352.5,47.5,529.5,46.0,2280.5,183.0,260.5,5.0,5890.0,6206.5,3942.0,979.0,316.5,971.5,556.5,3171.5,57.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2923.5,2798.5,7668.0,1025.0,1415.0,1393.0,3810.5,550.0,1508.0,1406.5,3860.0,473.5
678,Theft,Upper Licanan,Panabo City,33.0,33.0,8.0,15.0,68.0,0.0,1010.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.097,7682.240234000001,146.0,127.5,201.0,450.5,5.0,58.5,1.0,28.0,379.5,5.0,60.0,5.0,258.5,21.0,29.5,1.0,647.0,681.5,433.0,107.5,35.0,106.5,63.0,359.0,6.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,352.5,320.0,843.0,115.5,172.0,158.5,412.5,60.0,180.0,161.5,432.0,56.0
679,Theft,Apokon,Tagum City,31.0,34.0,8.0,53.0,72.0,0.4,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,52.065,7726.720215,3717.5,2856.0,3323.5,7615.5,100.5,1107.0,65.5,831.5,7140.5,101.5,1128.0,98.5,4858.0,389.5,555.5,10.0,12544.0,13219.0,8395.5,2084.5,675.0,2069.5,1185.5,6755.0,122.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,6227.0,5961.5,16333.0,2182.5,3013.0,2967.0,8113.0,1172.5,3213.0,2995.0,8219.5,1009.0
680,Rape (Art. 266-A RC & R.A.8353),Tagbaobo,Samal City,30.0,34.0,8.0,64.0,71.0,0.2,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.065,7726.720215,118.0,126.0,455.5,586.5,15.0,80.0,2.0,25.0,566.5,8.0,89.5,8.0,386.0,31.0,44.0,1.0,892.5,940.5,597.0,148.5,48.5,147.0,94.0,499.0,8.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,495.0,444.5,1114.5,213.5,240.0,210.5,535.5,110.5,254.0,233.5,578.0,104.0
681,Murder/Homicide,Visayan Village,Tagum City,31.0,37.0,7.0,65.0,77.0,3.7,1008.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.065,7726.720215,5037.0,3869.5,4502.5,10318.5,136.5,1500.5,88.5,1126.5,9673.5,137.0,1528.5,133.0,6581.5,527.0,752.5,14.0,16995.0,17909.5,11374.5,2824.5,914.5,2804.0,1606.0,9151.5,166.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,8436.0,8076.5,22129.5,2957.0,4083.0,4019.5,10994.0,1588.5,4352.5,4057.5,11134.0,1368.0
682,Carnapping (R.A. 6539),Magugpo East,Tagum City,34.0,38.0,8.0,74.0,56.0,0.2,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,52.065,7726.720215,1803.5,1385.5,1612.0,3694.5,49.0,537.5,31.5,403.5,3463.0,49.0,547.5,47.5,2356.0,189.0,269.5,5.0,6084.5,6412.0,4072.0,1011.0,327.5,1004.0,575.0,3276.5,59.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3020.5,2892.0,7923.5,1058.5,1462.0,1439.0,3936.5,568.5,1558.0,1452.0,3986.5,490.0
683,Theft,Tambo,Samal City,32.0,34.0,11.0,22.0,70.0,0.0,1010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.065,7726.720215,237.0,253.0,913.0,1176.5,30.5,160.5,3.0,49.5,1137.0,16.0,179.5,16.0,773.5,61.5,88.5,2.0,1790.5,1886.5,1198.0,297.5,96.0,295.0,188.5,1000.0,17.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,992.0,892.0,2234.0,429.0,482.5,422.5,1074.0,221.5,510.0,468.5,1160.0,207.5
684,Theft,A. O. Floirendo,Panabo City,33.0,34.0,9.0,16.0,67.0,0.0,1010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.065,7726.720215,445.5,389.0,613.0,1375.5,14.5,179.0,4.0,85.5,1158.5,16.5,183.0,16.0,788.5,63.0,90.5,2.0,1974.5,2081.0,1321.5,328.0,106.0,325.5,192.0,1096.0,19.5,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1075.5,977.0,2577.0,351.0,525.5,483.5,1260.5,184.5,551.0,493.5,1317.5,167.0
685,Physical Injuries,Mankilam,Tagum City,29.0,26.0,4.0,4.0,89.0,0.0,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.137,7719.470215,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5
686,Murder/Homicide,New Malaga (Dalisay),Panabo City,31.0,36.0,4.0,75.0,65.0,0.1,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.065,7726.720215,169.0,147.0,232.0,520.5,5.5,67.5,2.0,32.5,438.5,6.0,69.5,6.0,298.5,24.0,34.0,1.0,747.5,788.0,500.0,124.5,40.0,123.0,72.5,415.0,7.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,407.0,370.0,974.5,132.0,199.0,183.0,477.0,70.5,208.0,187.0,499.5,63.0
687,Theft,Mankilam,Tagum City,29.0,26.0,4.0,4.0,89.0,0.0,1009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.137,7719.470215,4870.0,3741.5,4353.5,9976.5,132.0,1450.5,85.5,1089.0,9353.5,133.0,1477.5,128.5,6363.5,509.5,727.5,14.0,16432.5,17317.0,10998.0,2731.0,884.5,2711.5,1553.0,8848.5,160.0,116.2,158.1,102.8,112.7,118.3,4.3,0.747,5.749,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,8156.5,7809.0,21396.5,2859.0,3948.0,3886.5,10629.0,1536.0,4209.0,3923.0,10766.5,1322.5
